rq,system,duration_h,renewable_utilization_pct,peak_reduction_pct,baseline_peak_mw,optimized_peak_mw,baseline_curtailment_mwh,curtailed_renewable_mwh,curtailment_avoided_mwh,energy_from_storage_mwh,energy_into_storage_mwh,equivalent_battery_cycles,baseline_ramp_volatility_mw,optimized_ramp_volatility_mw,volatility_reduction_pct,flex_pct,penetration,scenario,lp_peak_reduction_pct,heuristic_peak_reduction_pct
2,Morocco (Tétouan),8.0,56.992803117278115,15.488879760922602,101.56892910221273,85.83703979911428,37986.27303001973,31426.39598246517,6559.877047554561,1879.3476369565794,2080.8140343123277,36.581646405023065,35.491224136670695,29.304531115039506,17.43161351044777,15.0,,,,
2,Morocco (Tétouan),0.0,56.09551166145634,20.005896613210084,101.56892910221273,81.2491541548794,37986.27303001973,32082.06848953959,5904.204540480139,0.0,0.0,0.0,35.491224136670695,29.177674136616773,17.789045471470665,20.0,,,,
2,Morocco (Tétouan),2.0,56.999058605021,20.005896613210084,101.56892910221273,81.2491541548794,37986.27303001973,31421.824946705558,6564.4480833141715,599.3541942219395,660.2435428340334,46.54169486447713,35.491224136670695,28.689116888256716,19.165603367807815,20.0,,,,
2,Morocco (Tétouan),4.0,57.847474329740685,20.005896613210084,101.56892910221273,81.2491541548794,37986.27303001973,30801.867115101268,7184.405914918461,1162.4512483371086,1280.2013744383216,45.12757910110353,35.491224136670695,28.326257244016126,20.187995953770134,20.0,,,,
2,Morocco (Tétouan),8.0,58.94761754169388,20.005896613210084,101.56892910221273,81.2491541548794,37986.27303001973,29997.96593757179,7988.30709244794,1881.4682615611614,2084.1025519677996,36.63161288264123,35.491224136670695,27.909929595177925,21.36103987931915,20.0,,,,
2,Germany,0.0,81.57630769582447,0.0,69007.30440194871,69007.30440194871,11426505.74250887,11426505.74250887,0.0,0.0,0.0,0.0,4681.173159779079,4681.173159779079,0.0,0.0,,,,
2,Germany,2.0,81.72163189625445,0.0,69007.30440194871,69007.30440194871,11426505.74250887,11336374.63397085,90131.1085380204,76214.82962664994,90131.10853802046,7.241677739996882,4681.173159779079,4674.118549430728,0.1507017601690937,0.0,,,,
2,Germany,4.0,81.86156285843428,0.0,69007.30440194871,69007.30440194871,11426505.74250887,11249588.450370718,176917.29213815182,149419.2268092003,176917.29213815258,7.1033411788801715,4681.173159779079,4591.918908322507,1.9066641717817465,0.0,,,,
2,Germany,8.0,82.06767702938502,0.0,69007.30440194871,69007.30440194871,11426505.74250887,11121754.967315452,304750.77519341744,254663.0254437995,304750.77519341506,6.088357960852763,4681.173159779079,4537.186171951086,3.0758739938342217,0.0,,,,
2,Germany,0.0,82.1817569425945,5.123225766662702,69007.30440194871,65471.90440194871,11426505.74250887,11051001.789186351,375503.9533225186,0.0,0.0,0.0,4681.173159779079,4262.382401561408,8.946277865043442,5.0,,,,
