timestamp,demand_mw,solar_mw,wind_mw
2015-01-17T20:00:00Z,50831.0000,0.0000,7364.0000
2015-01-17T21:00:00Z,50069.0000,0.0000,7493.0000
2015-01-17T22:00:00Z,47150.0000,0.0000,7268.0000
2015-01-17T23:00:00Z,44157.0000,0.0000,7316.0000
2015-01-18T00:00:00Z,42468.0000,0.0000,7422.0000
2015-01-18T01:00:00Z,41213.0000,0.0000,7365.0000
2015-01-18T02:00:00Z,40643.0000,0.0000,7700.0000
2015-01-18T03:00:00Z,40563.0000,0.0000,7837.0000
2015-01-18T04:00:00Z,40032.0000,0.0000,7747.0000
2015-01-18T05:00:00Z,39157.0000,0.0000,7589.0000
2015-01-18T06:00:00Z,40896.0000,0.0000,7844.0000
2015-01-18T07:00:00Z,43967.0000,249.0000,7291.0000
2015-01-18T08:00:00Z,47041.0000,1890.0000,6644.0000
2015-01-18T09:00:00Z,49625.0000,4117.0000,5865.0000
2015-01-18T10:00:00Z,52113.0000,5860.0000,5230.0000
2015-01-18T11:00:00Z,52189.0000,6597.0000,4785.0000
2015-01-18T12:00:00Z,50148.0000,5981.0000,4182.0000
2015-01-18T13:00:00Z,48763.0000,4297.0000,3714.0000
2015-01-18T14:00:00Z,48479.0000,1987.0000,3351.0000
2015-01-18T15:00:00Z,49108.0000,275.0000,3233.0000
2015-01-18T16:00:00Z,54287.0000,6.0000,3478.0000
2015-01-18T17:00:00Z,55881.0000,0.0000,3991.0000
2015-01-18T18:00:00Z,54678.0000,0.0000,4124.0000
2015-01-18T19:00:00Z,52336.0000,0.0000,3977.0000
2015-01-18T20:00:00Z,50835.0000,0.0000,3834.0000
2015-01-18T21:00:00Z,51297.0000,0.0000,3607.0000
2015-01-18T22:00:00Z,48568.0000,0.0000,3377.0000
2015-01-18T23:00:00Z,45408.0000,0.0000,3028.0000
2015-01-19T00:00:00Z,43874.0000,0.0000,2542.0000
2015-01-19T01:00:00Z,43324.0000,0.0000,2111.0000
2015-01-19T02:00:00Z,43616.0000,0.0000,1746.0000
2015-01-19T03:00:00Z,45132.0000,0.0000,1425.0000
2015-01-19T04:00:00Z,48847.0000,0.0000,1256.0000
